,speaker,minute,text,label,prob,sentiment
31,Joe Biden,02:42,"We later learned that he knew full well how serious it was when he did an interview with George Woodward. I mean, excuse me, Bob Woodward. And at the time, he said he didn’t tell anybody because he was afraid Americans would panic. Americans don’t panic, he panicked. He didn’t say a word to anybody.",15,0.053053927,realization
32,Joe Biden,02:42,"We later learned that he knew full well how serious it was when he did an interview with George Woodward. I mean, excuse me, Bob Woodward. And at the time, he said he didn’t tell anybody because he was afraid Americans would panic. Americans don’t panic, he panicked. He didn’t say a word to anybody.",17,0.045144953,surprise
33,Joe Biden,02:58,"Then I wrote a piece in March about what I thought we should be doing to take hold of this, using the… There’s an act that passed a long time ago that allows the president to go into a business and say, “Stop making this, and start making that.” And it took a long time for him to even institute that, to get ventilators and so on. And so, the point was he missed enormous opportunities and kept saying things that weren’t true. It’s going to go away by Easter, don’t worry about it. When the summer comes, it’s all going to go away like a miracle. He’s still saying those things.",15,0.3009459,realization
34,Joe Biden,02:58,"Then I wrote a piece in March about what I thought we should be doing to take hold of this, using the… There’s an act that passed a long time ago that allows the president to go into a business and say, “Stop making this, and start making that.” And it took a long time for him to even institute that, to get ventilators and so on. And so, the point was he missed enormous opportunities and kept saying things that weren’t true. It’s going to go away by Easter, don’t worry about it. When the summer comes, it’s all going to go away like a miracle. He’s still saying those things.",6,0.11980534,disappointment
35,Joe Biden,02:58,"Then I wrote a piece in March about what I thought we should be doing to take hold of this, using the… There’s an act that passed a long time ago that allows the president to go into a business and say, “Stop making this, and start making that.” And it took a long time for him to even institute that, to get ventilators and so on. And so, the point was he missed enormous opportunities and kept saying things that weren’t true. It’s going to go away by Easter, don’t worry about it. When the summer comes, it’s all going to go away like a miracle. He’s still saying those things.",17,0.097069435,surprise
36,George Stephanopoulos,03:31,"Before you go to the future, can I follow up on the, “I’m looking backwards.” just a little bit? You did have an op-ed in January where you warned of the seriousness of the pandemic, but there’s no record of you calling for social distancing, limited social gatherings, mandatory mask-",5,0.34475,curiosity
37,George Stephanopoulos,03:31,"Before you go to the future, can I follow up on the, “I’m looking backwards.” just a little bit? You did have an op-ed in January where you warned of the seriousness of the pandemic, but there’s no record of you calling for social distancing, limited social gatherings, mandatory mask-",4,0.25134954,confusion
38,George Stephanopoulos,03:31,"Before you go to the future, can I follow up on the, “I’m looking backwards.” just a little bit? You did have an op-ed in January where you warned of the seriousness of the pandemic, but there’s no record of you calling for social distancing, limited social gatherings, mandatory mask-",7,0.058642283,disapproval
39,Joe Biden,03:47,Not back then.,7,0.41551533,disapproval
40,Joe Biden,03:47,Not back then.,13,0.124804206,neutral
41,Joe Biden,03:47,Not back then.,6,0.09803718,disappointment
42,George Stephanopoulos,03:47,"In January, February.",13,0.40107888,neutral
43,George Stephanopoulos,03:47,"In January, February.",3,0.10401345,approval
44,George Stephanopoulos,03:47,"In January, February.",8,0.09059779,excitement
45,Joe Biden,03:49,"Not in January, February. No, that’s correct, there wasn’t. That came at the end of March. And then I laid out a detailed plan relative to school openings in June and July. By that time, the science was becoming clearer and clearer of how this was spreading so rapidly. But the president kept denying that. If you notice, from March on, I stopped doing big meetings, I started wearing masks.",7,0.23661236,disapproval
46,Joe Biden,03:49,"Not in January, February. No, that’s correct, there wasn’t. That came at the end of March. And then I laid out a detailed plan relative to school openings in June and July. By that time, the science was becoming clearer and clearer of how this was spreading so rapidly. But the president kept denying that. If you notice, from March on, I stopped doing big meetings, I started wearing masks.",15,0.18690751,realization
47,Joe Biden,03:49,"Not in January, February. No, that’s correct, there wasn’t. That came at the end of March. And then I laid out a detailed plan relative to school openings in June and July. By that time, the science was becoming clearer and clearer of how this was spreading so rapidly. But the president kept denying that. If you notice, from March on, I stopped doing big meetings, I started wearing masks.",6,0.15375786,disappointment
48,Joe Biden,04:13,"So, it was at a time when the science was saying, and his key people, Dr. Fauci were saying, “You should be taking these precautions.” So, what we should be doing now, there should be a national standard. Instead of leaving this up to, remember what the president said to the governors, “Well, they’re on their own, it’s not my responsibility. The governors can do what they need to do, not my responsibility.” It is a presidential responsibility to lead, and he didn’t do that.",7,0.22716977,disapproval
49,Joe Biden,04:13,"So, it was at a time when the science was saying, and his key people, Dr. Fauci were saying, “You should be taking these precautions.” So, what we should be doing now, there should be a national standard. Instead of leaving this up to, remember what the president said to the governors, “Well, they’re on their own, it’s not my responsibility. The governors can do what they need to do, not my responsibility.” It is a presidential responsibility to lead, and he didn’t do that.",15,0.16565087,realization
50,Joe Biden,04:13,"So, it was at a time when the science was saying, and his key people, Dr. Fauci were saying, “You should be taking these precautions.” So, what we should be doing now, there should be a national standard. Instead of leaving this up to, remember what the president said to the governors, “Well, they’re on their own, it’s not my responsibility. The governors can do what they need to do, not my responsibility.” It is a presidential responsibility to lead, and he didn’t do that.",3,0.14819607,approval
51,Joe Biden,04:37,"He didn’t talk about what needed to be done because he kept worrying, in my view, about the stock market. He worried if he talked about how bad this could be, unless we took these precautionary actions, then in fact, the market would go down. And his barometer of success to the economy is the market.",9,0.5081749,fear
52,Joe Biden,04:37,"He didn’t talk about what needed to be done because he kept worrying, in my view, about the stock market. He worried if he talked about how bad this could be, unless we took these precautionary actions, then in fact, the market would go down. And his barometer of success to the economy is the market.",16,0.08332925,sadness
53,Joe Biden,04:37,"He didn’t talk about what needed to be done because he kept worrying, in my view, about the stock market. He worried if he talked about how bad this could be, unless we took these precautionary actions, then in fact, the market would go down. And his barometer of success to the economy is the market.",6,0.07784335,disappointment
54,Joe Biden,04:56,"Thirdly, what we didn’t do is, the president had an opportunity to open and allow schools and businesses to stay open if they got the kind of help they needed. So, the Congress passed a couple of trillion dollars worth of help. And what happened was most of that money, a significant portion of that money went to the very wealthiest corporations in the country, didn’t get to the mom and pop stores.",7,0.18206638,disapproval
55,Joe Biden,04:56,"Thirdly, what we didn’t do is, the president had an opportunity to open and allow schools and businesses to stay open if they got the kind of help they needed. So, the Congress passed a couple of trillion dollars worth of help. And what happened was most of that money, a significant portion of that money went to the very wealthiest corporations in the country, didn’t get to the mom and pop stores.",15,0.18103501,realization
56,Joe Biden,04:56,"Thirdly, what we didn’t do is, the president had an opportunity to open and allow schools and businesses to stay open if they got the kind of help they needed. So, the Congress passed a couple of trillion dollars worth of help. And what happened was most of that money, a significant portion of that money went to the very wealthiest corporations in the country, didn’t get to the mom and pop stores.",6,0.15932712,disappointment
57,Joe Biden,05:20,"So, you had one in five, one in six minority businesses closing. Many of them permanently. People being laid off. And then what happened was, when the first round of money for unemployment, enhanced unemployment went by, he didn’t do anything. He didn’t do anything. And to the best of my knowledge, and I mean this sincerely, I can’t think of, I’ve been around for a lot of presidents, and you know a lot of presidents in a crisis, I don’t ever remember one never calling the House and Senate Republicans, Democrats together.",7,0.22789408,disapproval
58,Joe Biden,05:20,"So, you had one in five, one in six minority businesses closing. Many of them permanently. People being laid off. And then what happened was, when the first round of money for unemployment, enhanced unemployment went by, he didn’t do anything. He didn’t do anything. And to the best of my knowledge, and I mean this sincerely, I can’t think of, I’ve been around for a lot of presidents, and you know a lot of presidents in a crisis, I don’t ever remember one never calling the House and Senate Republicans, Democrats together.",4,0.17760924,confusion
59,Joe Biden,05:20,"So, you had one in five, one in six minority businesses closing. Many of them permanently. People being laid off. And then what happened was, when the first round of money for unemployment, enhanced unemployment went by, he didn’t do anything. He didn’t do anything. And to the best of my knowledge, and I mean this sincerely, I can’t think of, I’ve been around for a lot of presidents, and you know a lot of presidents in a crisis, I don’t ever remember one never calling the House and Senate Republicans, Democrats together.",15,0.14220452,realization
60,George Stephanopoulos,05:52,"Let’s look forward a little bit. You said that you would lock down the economy, only if the scientists said it was necessary.",14,0.21929595,optimism
61,George Stephanopoulos,05:52,"Let’s look forward a little bit. You said that you would lock down the economy, only if the scientists said it was necessary.",15,0.17142296,realization
62,George Stephanopoulos,05:52,"Let’s look forward a little bit. You said that you would lock down the economy, only if the scientists said it was necessary.",3,0.16832817,approval
63,Joe Biden,05:56,"By the way, in the context, would I lock down the economy if science said so? I said I’d follow science. But I don’t think there’s a need to lock down.",4,0.37320384,confusion
64,Joe Biden,05:56,"By the way, in the context, would I lock down the economy if science said so? I said I’d follow science. But I don’t think there’s a need to lock down.",5,0.18389508,curiosity
65,Joe Biden,05:56,"By the way, in the context, would I lock down the economy if science said so? I said I’d follow science. But I don’t think there’s a need to lock down.",7,0.13989547,disapproval
66,George Stephanopoulos,06:05,"Yeah, but I want to press you on that point. You’ve been in the Oval Office for eight years with President Obama, he would always say that only the hard to solve problems-",14,0.26839697,optimism
67,George Stephanopoulos,06:05,"Yeah, but I want to press you on that point. You’ve been in the Oval Office for eight years with President Obama, he would always say that only the hard to solve problems-",3,0.25126225,approval
68,George Stephanopoulos,06:05,"Yeah, but I want to press you on that point. You’ve been in the Oval Office for eight years with President Obama, he would always say that only the hard to solve problems-",15,0.11783541,realization
69,Joe Biden,06:15,[crosstalk 00:06:15] Get there.,13,0.31305933,neutral
70,Joe Biden,06:15,[crosstalk 00:06:15] Get there.,1,0.09987245,anger
71,Joe Biden,06:15,[crosstalk 00:06:15] Get there.,3,0.092080675,approval
72,George Stephanopoulos,06:15,"What is most likely to happen is, the scientists will disagree. The scientists will disagree with the economist. So the question is, how are you going to decide this? Who are you going to listen to? And how can you can contain the pandemic without crushing the economy?",5,0.28543717,curiosity
73,George Stephanopoulos,06:15,"What is most likely to happen is, the scientists will disagree. The scientists will disagree with the economist. So the question is, how are you going to decide this? Who are you going to listen to? And how can you can contain the pandemic without crushing the economy?",4,0.22825947,confusion
74,George Stephanopoulos,06:15,"What is most likely to happen is, the scientists will disagree. The scientists will disagree with the economist. So the question is, how are you going to decide this? Who are you going to listen to? And how can you can contain the pandemic without crushing the economy?",1,0.087974355,anger
75,Joe Biden,06:28,"Well, you can contain the pandemic by being rational and not crush economy. For example, I laid out a plan, how you can open businesses. You can open businesses and schools, if in fact you provide them the guidance that they need, as well as the money to be able to do it. What’s happening now is, we know, for example, if you can open a business and you could have a sign on the door saying, “Safe to come in.” And that’s why people aren’t going anyway, when they’re open.",14,0.20412946,optimism
76,Joe Biden,06:28,"Well, you can contain the pandemic by being rational and not crush economy. For example, I laid out a plan, how you can open businesses. You can open businesses and schools, if in fact you provide them the guidance that they need, as well as the money to be able to do it. What’s happening now is, we know, for example, if you can open a business and you could have a sign on the door saying, “Safe to come in.” And that’s why people aren’t going anyway, when they’re open.",3,0.18415657,approval
77,Joe Biden,06:28,"Well, you can contain the pandemic by being rational and not crush economy. For example, I laid out a plan, how you can open businesses. You can open businesses and schools, if in fact you provide them the guidance that they need, as well as the money to be able to do it. What’s happening now is, we know, for example, if you can open a business and you could have a sign on the door saying, “Safe to come in.” And that’s why people aren’t going anyway, when they’re open.",15,0.15525258,realization
78,Joe Biden,06:52,"And say, because you have social distancing, you have plastic barriers, when you go to the cashier, you have separators between the booths. You don’t have large crowds, you reduce the size, the number of people you can have in the restaurant. You make sure there’s testing, that’s a really critical piece that he didn’t do testing and tracing. And you make sure that people are equipped, going to schools.",15,0.21410093,realization
79,Joe Biden,06:52,"And say, because you have social distancing, you have plastic barriers, when you go to the cashier, you have separators between the booths. You don’t have large crowds, you reduce the size, the number of people you can have in the restaurant. You make sure there’s testing, that’s a really critical piece that he didn’t do testing and tracing. And you make sure that people are equipped, going to schools.",3,0.18352176,approval
80,Joe Biden,06:52,"And say, because you have social distancing, you have plastic barriers, when you go to the cashier, you have separators between the booths. You don’t have large crowds, you reduce the size, the number of people you can have in the restaurant. You make sure there’s testing, that’s a really critical piece that he didn’t do testing and tracing. And you make sure that people are equipped, going to schools.",7,0.12766561,disapproval
81,Joe Biden,07:15,"You know, we initially said, the government initially said, they’re going to provide masks for every student and every teacher. Then they said, “No, no, no, no.” FEMA said, the president or whomever said, ‘No, no, no. That’s not a national emergency, not a national emergency.”",7,0.3077441,disapproval
82,Joe Biden,07:15,"You know, we initially said, the government initially said, they’re going to provide masks for every student and every teacher. Then they said, “No, no, no, no.” FEMA said, the president or whomever said, ‘No, no, no. That’s not a national emergency, not a national emergency.”",15,0.12858836,realization
83,Joe Biden,07:15,"You know, we initially said, the government initially said, they’re going to provide masks for every student and every teacher. Then they said, “No, no, no, no.” FEMA said, the president or whomever said, ‘No, no, no. That’s not a national emergency, not a national emergency.”",13,0.12174174,neutral
84,Joe Biden,07:33,"We need more teachers in our schools to be able to open smaller pods. We need ventilation systems change. There’s a lot of things we know now, and I laid them out in some detail. Now again, when I say I laid them out, I’m not an office holder. I’m running for office. It’s not like I’m still Vice President, or I wasn’t a United States Senator pushing this.",7,0.3142887,disapproval
85,Joe Biden,07:33,"We need more teachers in our schools to be able to open smaller pods. We need ventilation systems change. There’s a lot of things we know now, and I laid them out in some detail. Now again, when I say I laid them out, I’m not an office holder. I’m running for office. It’s not like I’m still Vice President, or I wasn’t a United States Senator pushing this.",6,0.155037,disappointment
86,Joe Biden,07:33,"We need more teachers in our schools to be able to open smaller pods. We need ventilation systems change. There’s a lot of things we know now, and I laid them out in some detail. Now again, when I say I laid them out, I’m not an office holder. I’m running for office. It’s not like I’m still Vice President, or I wasn’t a United States Senator pushing this.",15,0.11346828,realization
87,Joe Biden,07:52,"So, I don’t want to say, “I, I, I.” But we did lay out exactly what needed to be done. And take a look, we make up 4% of the world’s population. We have 20% of the world’s deaths. We’re in a situation where we have 210 plus thousand people dead. And what’s he doing? Nothing. He’s still not wearing masks, and so on.",4,0.29158935,confusion
88,Joe Biden,07:52,"So, I don’t want to say, “I, I, I.” But we did lay out exactly what needed to be done. And take a look, we make up 4% of the world’s population. We have 20% of the world’s deaths. We’re in a situation where we have 210 plus thousand people dead. And what’s he doing? Nothing. He’s still not wearing masks, and so on.",5,0.23710784,curiosity
89,Joe Biden,07:52,"So, I don’t want to say, “I, I, I.” But we did lay out exactly what needed to be done. And take a look, we make up 4% of the world’s population. We have 20% of the world’s deaths. We’re in a situation where we have 210 plus thousand people dead. And what’s he doing? Nothing. He’s still not wearing masks, and so on.",7,0.08661983,disapproval
90,George Stephanopoulos,08:12,We’re getting some other questions on COVID.,5,0.43980318,curiosity
91,George Stephanopoulos,08:12,We’re getting some other questions on COVID.,4,0.16478385,confusion
92,George Stephanopoulos,08:12,We’re getting some other questions on COVID.,13,0.08970749,neutral
93,Joe Biden,08:14,Sure.,3,0.36007762,approval
94,Joe Biden,08:14,Sure.,13,0.18416521,neutral
95,Joe Biden,08:14,Sure.,0,0.102668606,admiration
96,George Stephanopoulos,08:14,The next one comes from Kelly Lee. She’s from Philadelphia.,13,0.32591274,neutral
97,George Stephanopoulos,08:14,The next one comes from Kelly Lee. She’s from Philadelphia.,3,0.17126174,approval
98,George Stephanopoulos,08:14,The next one comes from Kelly Lee. She’s from Philadelphia.,15,0.1256018,realization
99,Joe Biden,08:16,Thank you.,10,0.90423286,gratitude
100,Joe Biden,08:16,Thank you.,0,0.021913258,admiration
101,Joe Biden,08:16,Thank you.,3,0.012840634,approval
102,George Stephanopoulos,08:17,Republican. Voted for Donald Trump in 2016.,13,0.24344178,neutral
103,George Stephanopoulos,08:17,Republican. Voted for Donald Trump in 2016.,3,0.1811549,approval
104,George Stephanopoulos,08:17,Republican. Voted for Donald Trump in 2016.,0,0.16597113,admiration
105,Kelly Lee,08:21,I did.,3,0.30526394,approval
106,Kelly Lee,08:21,I did.,13,0.16098145,neutral
107,Kelly Lee,08:21,I did.,15,0.13575597,realization
108,George Stephanopoulos,08:21,Undecided now.,7,0.27640352,disapproval
109,George Stephanopoulos,08:21,Undecided now.,6,0.22496642,disappointment
110,George Stephanopoulos,08:21,Undecided now.,16,0.09550119,sadness
111,Joe Biden,08:22,"Hey, Kelly. How are you?",5,0.46064475,curiosity
112,Joe Biden,08:22,"Hey, Kelly. How are you?",4,0.1541012,confusion
113,Joe Biden,08:22,"Hey, Kelly. How are you?",17,0.09708457,surprise
114,Kelly Lee,08:23,"Hi, Mr. Biden. My question is about the coronavirus vaccine, or potential.",5,0.43047988,curiosity
115,Kelly Lee,08:23,"Hi, Mr. Biden. My question is about the coronavirus vaccine, or potential.",4,0.24548386,confusion
116,Kelly Lee,08:23,"Hi, Mr. Biden. My question is about the coronavirus vaccine, or potential.",10,0.050289404,gratitude
117,Joe Biden,08:29,Yes.,3,0.33131647,approval
118,Joe Biden,08:29,Yes.,13,0.23449138,neutral
119,Joe Biden,08:29,Yes.,0,0.08794465,admiration
120,Kelly Lee,08:29,"Senator Harris stated that she absolutely would not take a vaccine from President Trump. And of course, we all know it’s not President Trump that would create this vaccine. It would be doctors and scientists that presumably we all trust. So, my question for you is if a vaccine were approved between now and the end of the year, would you take it? And if you were to become president, would you mandate that everyone has to take it?",5,0.2970234,curiosity
121,Kelly Lee,08:29,"Senator Harris stated that she absolutely would not take a vaccine from President Trump. And of course, we all know it’s not President Trump that would create this vaccine. It would be doctors and scientists that presumably we all trust. So, my question for you is if a vaccine were approved between now and the end of the year, would you take it? And if you were to become president, would you mandate that everyone has to take it?",4,0.2493957,confusion
122,Kelly Lee,08:29,"Senator Harris stated that she absolutely would not take a vaccine from President Trump. And of course, we all know it’s not President Trump that would create this vaccine. It would be doctors and scientists that presumably we all trust. So, my question for you is if a vaccine were approved between now and the end of the year, would you take it? And if you were to become president, would you mandate that everyone has to take it?",13,0.07627005,neutral
123,Joe Biden,08:58,"Two things. Number one, President Trump talks about things that just aren’t accurate, about everything from vaccines, we’re going to have one right away, is it going to happen, and so on. The point is that, if the scientists, if the body of scientists say that this is what is ready to be done, and it’s been tested, they’ve gone through the three phases. Yes, I would take it. I’d encourage people to take it.",14,0.35484782,optimism
124,Joe Biden,08:58,"Two things. Number one, President Trump talks about things that just aren’t accurate, about everything from vaccines, we’re going to have one right away, is it going to happen, and so on. The point is that, if the scientists, if the body of scientists say that this is what is ready to be done, and it’s been tested, they’ve gone through the three phases. Yes, I would take it. I’d encourage people to take it.",3,0.21134548,approval
125,Joe Biden,08:58,"Two things. Number one, President Trump talks about things that just aren’t accurate, about everything from vaccines, we’re going to have one right away, is it going to happen, and so on. The point is that, if the scientists, if the body of scientists say that this is what is ready to be done, and it’s been tested, they’ve gone through the three phases. Yes, I would take it. I’d encourage people to take it.",13,0.07854304,neutral
126,Joe Biden,09:23,"But President Trump says things like, everything from this crazy stuff he’s walking away from now, inject bleach in your arm, and that’s going to work. I’m not being facetious, he’s actually said these things. And now, Regeneron is the answer. That’s going to cure everything. There’s 500,000 doses, we have more than a few million people, you know? And so, if you noticed, most of the companies who are developing these vaccines are working, they’re making real progress.",14,0.15514639,optimism
127,Joe Biden,09:23,"But President Trump says things like, everything from this crazy stuff he’s walking away from now, inject bleach in your arm, and that’s going to work. I’m not being facetious, he’s actually said these things. And now, Regeneron is the answer. That’s going to cure everything. There’s 500,000 doses, we have more than a few million people, you know? And so, if you noticed, most of the companies who are developing these vaccines are working, they’re making real progress.",3,0.13475859,approval
128,Joe Biden,09:23,"But President Trump says things like, everything from this crazy stuff he’s walking away from now, inject bleach in your arm, and that’s going to work. I’m not being facetious, he’s actually said these things. And now, Regeneron is the answer. That’s going to cure everything. There’s 500,000 doses, we have more than a few million people, you know? And so, if you noticed, most of the companies who are developing these vaccines are working, they’re making real progress.",15,0.11319663,realization
129,Joe Biden,09:53,"I meet with four leading scientists, at least twice a week. In the beginning, four times a week, giving us the detail on what kind of progress is being made. And right now, they do the right thing. When they run into a serious problem, they halt the test. They don’t continue until they figure out what the problem was. They’re not there yet.",7,0.17438124,disapproval
130,Joe Biden,09:53,"I meet with four leading scientists, at least twice a week. In the beginning, four times a week, giving us the detail on what kind of progress is being made. And right now, they do the right thing. When they run into a serious problem, they halt the test. They don’t continue until they figure out what the problem was. They’re not there yet.",15,0.16394314,realization
131,Joe Biden,09:53,"I meet with four leading scientists, at least twice a week. In the beginning, four times a week, giving us the detail on what kind of progress is being made. And right now, they do the right thing. When they run into a serious problem, they halt the test. They don’t continue until they figure out what the problem was. They’re not there yet.",4,0.11771767,confusion
132,Joe Biden,10:11,"And the most scientists say, that it’s not likely to have a vaccine that would be available until the beginning of next year, into the spring of next year. And in the meantime, what I worry about is the same thing with Regeneron, which is a useful antidote. Not antidote, a useful tool. But what’s happening is there was no plan to figure out how to distribute it. We have 500,000 vials of it.",9,0.17344065,fear
133,Joe Biden,10:11,"And the most scientists say, that it’s not likely to have a vaccine that would be available until the beginning of next year, into the spring of next year. And in the meantime, what I worry about is the same thing with Regeneron, which is a useful antidote. Not antidote, a useful tool. But what’s happening is there was no plan to figure out how to distribute it. We have 500,000 vials of it.",4,0.17016923,confusion
134,Joe Biden,10:11,"And the most scientists say, that it’s not likely to have a vaccine that would be available until the beginning of next year, into the spring of next year. And in the meantime, what I worry about is the same thing with Regeneron, which is a useful antidote. Not antidote, a useful tool. But what’s happening is there was no plan to figure out how to distribute it. We have 500,000 vials of it.",6,0.111441754,disappointment
135,Joe Biden,10:41,"Well, we don’t have all the testing equipment. We don’t have all the ability to get it to the people who need it. And what we should be doing now, and allegedly it’s happening, but I’ve not seen it yet nor the docs that I’ve talked to seen it. There should be a plan when we have the vaccine, how do we distribute it?",4,0.396287,confusion
136,Joe Biden,10:41,"Well, we don’t have all the testing equipment. We don’t have all the ability to get it to the people who need it. And what we should be doing now, and allegedly it’s happening, but I’ve not seen it yet nor the docs that I’ve talked to seen it. There should be a plan when we have the vaccine, how do we distribute it?",5,0.24059333,curiosity
137,Joe Biden,10:41,"Well, we don’t have all the testing equipment. We don’t have all the ability to get it to the people who need it. And what we should be doing now, and allegedly it’s happening, but I’ve not seen it yet nor the docs that I’ve talked to seen it. There should be a plan when we have the vaccine, how do we distribute it?",7,0.08956367,disapproval
138,George Stephanopoulos,10:57,"And once we get it, if it’s safe, if it’s effective, will you mandate its use?",5,0.54268265,curiosity
139,George Stephanopoulos,10:57,"And once we get it, if it’s safe, if it’s effective, will you mandate its use?",4,0.20877618,confusion
140,George Stephanopoulos,10:57,"And once we get it, if it’s safe, if it’s effective, will you mandate its use?",13,0.05696004,neutral
