,speaker,minute,text,label,prob,sentiment
17,Chris Wallace,03:11,"Gentlemen, a lot of people been waiting for this night, so let’s get going. Our first subject is the Supreme Court. President Trump, you nominated Amy Coney Barrett over the weekend to succeed the late Ruth Bader Ginsburg on the Court. You say the Constitution is clear about your obligation and the Senate’s to consider a nominee to the Court. Vice President Biden, you say that this is an effort by the President and Republicans to jam through on an appointment in what you call an abuse of power. My first question to both of you tonight, why are you right in the argument you make and your opponent wrong? And where do you think a Justice Barrett would take the court? President Trump, in this first segment, you go first. Two minutes.",2,0.067160316,annoyance
18,President Donald J. Trump,04:01,"Thank you very much, Chris. I will tell you very simply. We won the election. Elections have consequences. We have the Senate, we have the White House, and we have a phenomenal nominee respected by all. Top, top academic, good in every way. Good in every way. In fact, some of her biggest endorsers are very liberal people from Notre Dame and other places. So I think she’s going to be fantastic. We have plenty of time. Even if we did it after the election itself. I have a lot of time after the election, as you know. So I think that she will be outstanding. She’s going to be as good as anybody that has served on that court. We really feel that. We have a professor at Notre Dame, highly respected by all, said she’s the single greatest student he’s ever had. He’s been a professor for a long time at a great school.",0,0.3354641,admiration
19,President Donald J. Trump,04:01,"Thank you very much, Chris. I will tell you very simply. We won the election. Elections have consequences. We have the Senate, we have the White House, and we have a phenomenal nominee respected by all. Top, top academic, good in every way. Good in every way. In fact, some of her biggest endorsers are very liberal people from Notre Dame and other places. So I think she’s going to be fantastic. We have plenty of time. Even if we did it after the election itself. I have a lot of time after the election, as you know. So I think that she will be outstanding. She’s going to be as good as anybody that has served on that court. We really feel that. We have a professor at Notre Dame, highly respected by all, said she’s the single greatest student he’s ever had. He’s been a professor for a long time at a great school.",10,0.20700844,gratitude
20,President Donald J. Trump,04:01,"Thank you very much, Chris. I will tell you very simply. We won the election. Elections have consequences. We have the Senate, we have the White House, and we have a phenomenal nominee respected by all. Top, top academic, good in every way. Good in every way. In fact, some of her biggest endorsers are very liberal people from Notre Dame and other places. So I think she’s going to be fantastic. We have plenty of time. Even if we did it after the election itself. I have a lot of time after the election, as you know. So I think that she will be outstanding. She’s going to be as good as anybody that has served on that court. We really feel that. We have a professor at Notre Dame, highly respected by all, said she’s the single greatest student he’s ever had. He’s been a professor for a long time at a great school.",14,0.18845361,optimism
21,President Donald J. Trump,04:53,"And we won the election and therefore we have the right to choose her, and very few people knowingly would say otherwise. And by the way, the Democrats, they wouldn’t even think about not doing it. The only difference is they’d try and do it faster. There’s no way they would give it up. They had Merrick Garland, but the problem is they didn’t have the election so they were stopped. And probably that would happen in reverse, also. Definitely would happen in reverse. So we won the election and we have the right to do it, Chris.",3,0.20751451,approval
22,President Donald J. Trump,04:53,"And we won the election and therefore we have the right to choose her, and very few people knowingly would say otherwise. And by the way, the Democrats, they wouldn’t even think about not doing it. The only difference is they’d try and do it faster. There’s no way they would give it up. They had Merrick Garland, but the problem is they didn’t have the election so they were stopped. And probably that would happen in reverse, also. Definitely would happen in reverse. So we won the election and we have the right to do it, Chris.",14,0.20313965,optimism
23,President Donald J. Trump,04:53,"And we won the election and therefore we have the right to choose her, and very few people knowingly would say otherwise. And by the way, the Democrats, they wouldn’t even think about not doing it. The only difference is they’d try and do it faster. There’s no way they would give it up. They had Merrick Garland, but the problem is they didn’t have the election so they were stopped. And probably that would happen in reverse, also. Definitely would happen in reverse. So we won the election and we have the right to do it, Chris.",15,0.1670612,realization
24,Chris Wallace,05:22,"President Trump, thank you. Same question to you, Vice President Biden. You have two minutes.",10,0.84172434,gratitude
25,Chris Wallace,05:22,"President Trump, thank you. Same question to you, Vice President Biden. You have two minutes.",0,0.026100319,admiration
26,Chris Wallace,05:22,"President Trump, thank you. Same question to you, Vice President Biden. You have two minutes.",3,0.0253725,approval
27,Vice President Joe Biden,05:29,"Well, first of all, thank you for doing this and looking forward to this, Mr. President.",10,0.7875357,gratitude
28,Vice President Joe Biden,05:29,"Well, first of all, thank you for doing this and looking forward to this, Mr. President.",0,0.049226735,admiration
29,Vice President Joe Biden,05:29,"Well, first of all, thank you for doing this and looking forward to this, Mr. President.",14,0.047614343,optimism
30,President Donald J. Trump,05:34,"Thank you, Joe.",10,0.894813,gratitude
31,President Donald J. Trump,05:34,"Thank you, Joe.",0,0.025818508,admiration
32,President Donald J. Trump,05:34,"Thank you, Joe.",3,0.015419567,approval
33,Vice President Joe Biden,05:36,The American people have a right to have a say in who the Supreme Court nominee is and that say occurs when they vote for United States Senators and when they vote for the President of United States. They’re not going to get that chance now because we’re in the middle of an election already. The election has already started. Tens of thousands of people already voted and so the thing that should happen is we should wait. We should wait and see what the outcome of this election is because that’s the only way the American people get to express their view is by who they elect as President and who they elect as Vice President.,4,0.15282638,confusion
34,Vice President Joe Biden,05:36,The American people have a right to have a say in who the Supreme Court nominee is and that say occurs when they vote for United States Senators and when they vote for the President of United States. They’re not going to get that chance now because we’re in the middle of an election already. The election has already started. Tens of thousands of people already voted and so the thing that should happen is we should wait. We should wait and see what the outcome of this election is because that’s the only way the American people get to express their view is by who they elect as President and who they elect as Vice President.,13,0.1231856,neutral
35,Vice President Joe Biden,05:36,The American people have a right to have a say in who the Supreme Court nominee is and that say occurs when they vote for United States Senators and when they vote for the President of United States. They’re not going to get that chance now because we’re in the middle of an election already. The election has already started. Tens of thousands of people already voted and so the thing that should happen is we should wait. We should wait and see what the outcome of this election is because that’s the only way the American people get to express their view is by who they elect as President and who they elect as Vice President.,15,0.11924602,realization
36,Vice President Joe Biden,06:12,"Now, what’s at stake here is the President’s made it clear, he wants to get rid of the Affordable Care Act. He’s been running on that, he ran on that and he’s been governing on that. He’s in the Supreme Court right now trying to get rid of the Affordable Care Act, which will strip 20 million people from having health insurance now, if it goes into court. And the justice, I’m not opposed to the justice, she seems like a very fine person. But she’s written, before she went in the bench, which is her right, that she thinks that the Affordable Care Act is not Constitutional. The other thing that’s on the court, and if it’s struck down, what happens? Women’s rights are fundamentally changed. Once again, a woman could pay more money because she has a pre-existing condition of pregnancy. They’re able to charge women more for the same exact procedure a man gets.",4,0.14853513,confusion
37,Vice President Joe Biden,06:12,"Now, what’s at stake here is the President’s made it clear, he wants to get rid of the Affordable Care Act. He’s been running on that, he ran on that and he’s been governing on that. He’s in the Supreme Court right now trying to get rid of the Affordable Care Act, which will strip 20 million people from having health insurance now, if it goes into court. And the justice, I’m not opposed to the justice, she seems like a very fine person. But she’s written, before she went in the bench, which is her right, that she thinks that the Affordable Care Act is not Constitutional. The other thing that’s on the court, and if it’s struck down, what happens? Women’s rights are fundamentally changed. Once again, a woman could pay more money because she has a pre-existing condition of pregnancy. They’re able to charge women more for the same exact procedure a man gets.",15,0.13111895,realization
38,Vice President Joe Biden,06:12,"Now, what’s at stake here is the President’s made it clear, he wants to get rid of the Affordable Care Act. He’s been running on that, he ran on that and he’s been governing on that. He’s in the Supreme Court right now trying to get rid of the Affordable Care Act, which will strip 20 million people from having health insurance now, if it goes into court. And the justice, I’m not opposed to the justice, she seems like a very fine person. But she’s written, before she went in the bench, which is her right, that she thinks that the Affordable Care Act is not Constitutional. The other thing that’s on the court, and if it’s struck down, what happens? Women’s rights are fundamentally changed. Once again, a woman could pay more money because she has a pre-existing condition of pregnancy. They’re able to charge women more for the same exact procedure a man gets.",3,0.13056776,approval
39,Vice President Joe Biden,07:08,"And that ended when we, in fact, passed the Affordable Care Act, and there’s a hundred million people who have pre-existing conditions and they’ll be taken away as well. Those pre-existing conditions, insurance companies are going to love this. And so it’s just not appropriate to do this before this election. If he wins the election and the Senate is Republican, then he goes forward. If not, we should wait until February.",12,0.410309,love
40,Vice President Joe Biden,07:08,"And that ended when we, in fact, passed the Affordable Care Act, and there’s a hundred million people who have pre-existing conditions and they’ll be taken away as well. Those pre-existing conditions, insurance companies are going to love this. And so it’s just not appropriate to do this before this election. If he wins the election and the Senate is Republican, then he goes forward. If not, we should wait until February.",14,0.12379813,optimism
41,Vice President Joe Biden,07:08,"And that ended when we, in fact, passed the Affordable Care Act, and there’s a hundred million people who have pre-existing conditions and they’ll be taken away as well. Those pre-existing conditions, insurance companies are going to love this. And so it’s just not appropriate to do this before this election. If he wins the election and the Senate is Republican, then he goes forward. If not, we should wait until February.",3,0.08754565,approval
42,President Donald J. Trump,07:34,"There aren’t a hundred million people with pre-existing conditions. As far as a say is concerned, the people already had their say. Okay, Justice Ginsburg said very powerfully, very strongly, at some point 10 years ago or so, she said a President and the Senate is elected for a period of time, but a President is elected for four years. We’re not elected for three years. I’m not elected for three years. So we have the Senate, we have a President-",3,0.3055723,approval
43,President Donald J. Trump,07:34,"There aren’t a hundred million people with pre-existing conditions. As far as a say is concerned, the people already had their say. Okay, Justice Ginsburg said very powerfully, very strongly, at some point 10 years ago or so, she said a President and the Senate is elected for a period of time, but a President is elected for four years. We’re not elected for three years. I’m not elected for three years. So we have the Senate, we have a President-",15,0.19724499,realization
44,President Donald J. Trump,07:34,"There aren’t a hundred million people with pre-existing conditions. As far as a say is concerned, the people already had their say. Okay, Justice Ginsburg said very powerfully, very strongly, at some point 10 years ago or so, she said a President and the Senate is elected for a period of time, but a President is elected for four years. We’re not elected for three years. I’m not elected for three years. So we have the Senate, we have a President-",13,0.118312165,neutral
45,Vice President Joe Biden,08:01,He’s elected to the next election.,13,0.23519461,neutral
46,Vice President Joe Biden,08:01,He’s elected to the next election.,3,0.20906033,approval
47,Vice President Joe Biden,08:01,He’s elected to the next election.,14,0.18443146,optimism
48,President Donald J. Trump,08:02,"During that period of time, during that period of time, we have an opening. I’m not elected for three years. I’m elected for four years. Joe, the hundred million people is totally wrong. I don’t know where you got that number. The bigger problem that you have is that you’re going to extinguish 180 million people with their private health care, that they’re very happy this.",11,0.27544564,joy
49,President Donald J. Trump,08:02,"During that period of time, during that period of time, we have an opening. I’m not elected for three years. I’m elected for four years. Joe, the hundred million people is totally wrong. I don’t know where you got that number. The bigger problem that you have is that you’re going to extinguish 180 million people with their private health care, that they’re very happy this.",3,0.0934672,approval
50,President Donald J. Trump,08:02,"During that period of time, during that period of time, we have an opening. I’m not elected for three years. I’m elected for four years. Joe, the hundred million people is totally wrong. I don’t know where you got that number. The bigger problem that you have is that you’re going to extinguish 180 million people with their private health care, that they’re very happy this.",15,0.08789115,realization
51,Vice President Joe Biden,08:24,That’s simply not true.,7,0.45498982,disapproval
52,Vice President Joe Biden,08:24,That’s simply not true.,6,0.1357894,disappointment
53,Vice President Joe Biden,08:24,That’s simply not true.,2,0.08261402,annoyance
54,President Donald J. Trump,08:25,"Well, you’re certainly going to socialist. You’re going to socialist-",3,0.29522544,approval
55,President Donald J. Trump,08:25,"Well, you’re certainly going to socialist. You’re going to socialist-",14,0.16920587,optimism
56,President Donald J. Trump,08:25,"Well, you’re certainly going to socialist. You’re going to socialist-",13,0.15422764,neutral
57,Chris Wallace,08:29,"Gentlemen, we’re now into open discussion.",3,0.154178,approval
58,Chris Wallace,08:29,"Gentlemen, we’re now into open discussion.",13,0.15365443,neutral
59,Chris Wallace,08:29,"Gentlemen, we’re now into open discussion.",8,0.15002322,excitement
60,Vice President Joe Biden,08:31,Open discussion.,3,0.233594,approval
61,Vice President Joe Biden,08:31,Open discussion.,13,0.20776376,neutral
62,Vice President Joe Biden,08:31,Open discussion.,0,0.11027876,admiration
63,Chris Wallace,08:32,"Open discussion, yes, I agree. Go ahead, Vice President.",3,0.4149919,approval
64,Chris Wallace,08:32,"Open discussion, yes, I agree. Go ahead, Vice President.",14,0.14465131,optimism
65,Chris Wallace,08:32,"Open discussion, yes, I agree. Go ahead, Vice President.",13,0.10615161,neutral
66,Vice President Joe Biden,08:33,"Number one, he knows what I proposed. What I proposed is that we expand Obamacare and we increase it. We do not wipe any. And one of the big debates we had with 23 of my colleagues trying to win the nomination that I won, were saying that Biden wanted to allow people to have private insurance still. They can. They do. They will under my proposal.",3,0.30568746,approval
67,Vice President Joe Biden,08:33,"Number one, he knows what I proposed. What I proposed is that we expand Obamacare and we increase it. We do not wipe any. And one of the big debates we had with 23 of my colleagues trying to win the nomination that I won, were saying that Biden wanted to allow people to have private insurance still. They can. They do. They will under my proposal.",14,0.20344082,optimism
68,Vice President Joe Biden,08:33,"Number one, he knows what I proposed. What I proposed is that we expand Obamacare and we increase it. We do not wipe any. And one of the big debates we had with 23 of my colleagues trying to win the nomination that I won, were saying that Biden wanted to allow people to have private insurance still. They can. They do. They will under my proposal.",15,0.12335887,realization
69,President Donald J. Trump,08:58,That’s not what you’ve said and it’s not what your party is saying.,7,0.44616497,disapproval
70,President Donald J. Trump,08:58,That’s not what you’ve said and it’s not what your party is saying.,2,0.11444236,annoyance
71,President Donald J. Trump,08:58,That’s not what you’ve said and it’s not what your party is saying.,1,0.082475595,anger
72,Vice President Joe Biden,09:00,That is simply a lie.,7,0.19399016,disapproval
73,Vice President Joe Biden,09:00,That is simply a lie.,2,0.18758082,annoyance
74,Vice President Joe Biden,09:00,That is simply a lie.,1,0.17289981,anger
75,President Donald J. Trump,09:02,Your party doesn’t say it. Your party wants to go socialist medicine and socialist healthcare.,7,0.34548792,disapproval
76,President Donald J. Trump,09:02,Your party doesn’t say it. Your party wants to go socialist medicine and socialist healthcare.,2,0.12060443,annoyance
77,President Donald J. Trump,09:02,Your party doesn’t say it. Your party wants to go socialist medicine and socialist healthcare.,1,0.11398412,anger
78,Vice President Joe Biden,09:05,"The party is me. Right now, I am the Democratic Party.",13,0.31042355,neutral
79,Vice President Joe Biden,09:05,"The party is me. Right now, I am the Democratic Party.",3,0.24905771,approval
80,Vice President Joe Biden,09:05,"The party is me. Right now, I am the Democratic Party.",15,0.09554969,realization
81,President Donald J. Trump,09:08,"And they’re going to dominate you, Joe. You know that.",3,0.179873,approval
82,President Donald J. Trump,09:08,"And they’re going to dominate you, Joe. You know that.",13,0.12432836,neutral
83,President Donald J. Trump,09:08,"And they’re going to dominate you, Joe. You know that.",15,0.11381613,realization
84,Vice President Joe Biden,09:09,I am the Democratic Party right now.,3,0.31734318,approval
85,Vice President Joe Biden,09:09,I am the Democratic Party right now.,13,0.243002,neutral
86,Vice President Joe Biden,09:09,I am the Democratic Party right now.,15,0.10651518,realization
87,President Donald J. Trump,09:11,Not according to Harris.,7,0.48847896,disapproval
88,President Donald J. Trump,09:11,Not according to Harris.,6,0.09179172,disappointment
89,President Donald J. Trump,09:11,Not according to Harris.,13,0.08146504,neutral
90,Vice President Joe Biden,09:12,"The platform of the Democratic Party is what I, in fact, approved of, what I approved of. Now, here’s the deal. The deal is that it’s going to wipe out pre-existing conditions. And, by the way, the 200,000 people that have died on his watch, how many of those have survived? Well, there’s seven million people that contracted COVID. What does it mean for them going forward if you strike down the Affordable Care Act?",5,0.39105096,curiosity
91,Vice President Joe Biden,09:12,"The platform of the Democratic Party is what I, in fact, approved of, what I approved of. Now, here’s the deal. The deal is that it’s going to wipe out pre-existing conditions. And, by the way, the 200,000 people that have died on his watch, how many of those have survived? Well, there’s seven million people that contracted COVID. What does it mean for them going forward if you strike down the Affordable Care Act?",4,0.18651643,confusion
92,Vice President Joe Biden,09:12,"The platform of the Democratic Party is what I, in fact, approved of, what I approved of. Now, here’s the deal. The deal is that it’s going to wipe out pre-existing conditions. And, by the way, the 200,000 people that have died on his watch, how many of those have survived? Well, there’s seven million people that contracted COVID. What does it mean for them going forward if you strike down the Affordable Care Act?",13,0.07430846,neutral
93,President Donald J. Trump,09:39,"Joe, you’ve had 308,000 military people dying because you couldn’t provide them proper healthcare in the military. So don’t tell me about this.",7,0.24041587,disapproval
94,President Donald J. Trump,09:39,"Joe, you’ve had 308,000 military people dying because you couldn’t provide them proper healthcare in the military. So don’t tell me about this.",1,0.17467977,anger
95,President Donald J. Trump,09:39,"Joe, you’ve had 308,000 military people dying because you couldn’t provide them proper healthcare in the military. So don’t tell me about this.",16,0.12248956,sadness
96,Vice President Joe Biden,09:47,I’m happy to talk about this.,11,0.5480063,joy
97,Vice President Joe Biden,09:47,I’m happy to talk about this.,8,0.16856657,excitement
98,Vice President Joe Biden,09:47,I’m happy to talk about this.,10,0.04828546,gratitude
99,President Donald J. Trump,09:48,"And if you were here, it wouldn’t be 200, it would be two million people because you were very late on the draw. You didn’t want me to ban China, which was heavily infected. You didn’t want me to ban Europe.",7,0.32784957,disapproval
100,President Donald J. Trump,09:48,"And if you were here, it wouldn’t be 200, it would be two million people because you were very late on the draw. You didn’t want me to ban China, which was heavily infected. You didn’t want me to ban Europe.",6,0.14440374,disappointment
101,President Donald J. Trump,09:48,"And if you were here, it wouldn’t be 200, it would be two million people because you were very late on the draw. You didn’t want me to ban China, which was heavily infected. You didn’t want me to ban Europe.",15,0.12941206,realization
102,Chris Wallace,09:58,"All right, gentlemen, Mr. President.",3,0.29592425,approval
103,Chris Wallace,09:58,"All right, gentlemen, Mr. President.",10,0.17038265,gratitude
104,Chris Wallace,09:58,"All right, gentlemen, Mr. President.",0,0.14840673,admiration
105,President Donald J. Trump,10:00,"You would have been much later, Joe, much later.",14,0.27026772,optimism
106,President Donald J. Trump,10:00,"You would have been much later, Joe, much later.",15,0.19156474,realization
107,President Donald J. Trump,10:00,"You would have been much later, Joe, much later.",3,0.18186712,approval
108,Chris Wallace,10:04,Mr. President.,13,0.26092407,neutral
109,Chris Wallace,10:04,Mr. President.,0,0.23123063,admiration
110,Chris Wallace,10:04,Mr. President.,3,0.15343174,approval
111,President Donald J. Trump,10:04,We’re talking about two million people.,13,0.20549594,neutral
112,President Donald J. Trump,10:04,We’re talking about two million people.,15,0.15676752,realization
113,President Donald J. Trump,10:04,We’re talking about two million people.,8,0.12373777,excitement
114,Vice President Joe Biden,10:05,You’re not going to be able to shut him up.,7,0.3442464,disapproval
115,Vice President Joe Biden,10:05,You’re not going to be able to shut him up.,1,0.17620647,anger
116,Vice President Joe Biden,10:05,You’re not going to be able to shut him up.,6,0.12486169,disappointment
117,Chris Wallace,10:06,"Mr. President, as the moderator, we are going to talk about COVID in the next segment. But go ahead.",3,0.22570099,approval
118,Chris Wallace,10:06,"Mr. President, as the moderator, we are going to talk about COVID in the next segment. But go ahead.",14,0.22449122,optimism
119,Chris Wallace,10:06,"Mr. President, as the moderator, we are going to talk about COVID in the next segment. But go ahead.",13,0.1327385,neutral
120,Vice President Joe Biden,10:11,"Let me finish. The point is that the President also is opposed to Roe V. Wade. That’s on the ballot as well and the court, in the court, and so that’s also at stake right now. And so the election is all-",3,0.20360978,approval
121,Vice President Joe Biden,10:11,"Let me finish. The point is that the President also is opposed to Roe V. Wade. That’s on the ballot as well and the court, in the court, and so that’s also at stake right now. And so the election is all-",7,0.15927556,disapproval
122,Vice President Joe Biden,10:11,"Let me finish. The point is that the President also is opposed to Roe V. Wade. That’s on the ballot as well and the court, in the court, and so that’s also at stake right now. And so the election is all-",13,0.12329573,neutral
123,President Donald J. Trump,10:25,You don’t know what’s on the ballot. Why is it on the ballot? Why is it on the ballot? It’s not on the ballot.,4,0.45131218,confusion
124,President Donald J. Trump,10:25,You don’t know what’s on the ballot. Why is it on the ballot? Why is it on the ballot? It’s not on the ballot.,5,0.2710156,curiosity
125,President Donald J. Trump,10:25,You don’t know what’s on the ballot. Why is it on the ballot? Why is it on the ballot? It’s not on the ballot.,7,0.052448314,disapproval
126,Vice President Joe Biden,10:31,It’s on the ballot in the court.,13,0.3648279,neutral
127,Vice President Joe Biden,10:31,It’s on the ballot in the court.,3,0.23235945,approval
128,Vice President Joe Biden,10:31,It’s on the ballot in the court.,15,0.1082289,realization
129,President Donald J. Trump,10:32,I don’t think so.,7,0.39350843,disapproval
130,President Donald J. Trump,10:32,I don’t think so.,4,0.24488997,confusion
131,President Donald J. Trump,10:32,I don’t think so.,6,0.060555845,disappointment
132,Vice President Joe Biden,10:33,In the court.,13,0.48179433,neutral
133,Vice President Joe Biden,10:33,In the court.,3,0.15559609,approval
134,Vice President Joe Biden,10:33,In the court.,15,0.065249324,realization
135,President Donald J. Trump,10:34,There’s nothing happening there.,7,0.28724977,disapproval
136,President Donald J. Trump,10:34,There’s nothing happening there.,6,0.1334893,disappointment
137,President Donald J. Trump,10:34,There’s nothing happening there.,15,0.12185217,realization
138,Vice President Joe Biden,10:35,Donald would you just be quiet for a minute.,5,0.30552924,curiosity
139,Vice President Joe Biden,10:35,Donald would you just be quiet for a minute.,4,0.22722146,confusion
140,Vice President Joe Biden,10:35,Donald would you just be quiet for a minute.,13,0.08403575,neutral
141,President Donald J. Trump,10:36,You don’t know her view on Roe V. Wade? You don’t know here view.,4,0.46285856,confusion
142,President Donald J. Trump,10:36,You don’t know her view on Roe V. Wade? You don’t know here view.,5,0.24600495,curiosity
143,President Donald J. Trump,10:36,You don’t know her view on Roe V. Wade? You don’t know here view.,13,0.054913078,neutral
144,Chris Wallace,10:40,"Well, all right. All right. Let’s talk. We’ve got a lot to unpack here, gentlemen. We’ve got a lot of time. On healthcare, and then we’ll come back to Roe V. Wade.",3,0.26233947,approval
145,Chris Wallace,10:40,"Well, all right. All right. Let’s talk. We’ve got a lot to unpack here, gentlemen. We’ve got a lot of time. On healthcare, and then we’ll come back to Roe V. Wade.",14,0.24012525,optimism
146,Chris Wallace,10:40,"Well, all right. All right. Let’s talk. We’ve got a lot to unpack here, gentlemen. We’ve got a lot of time. On healthcare, and then we’ll come back to Roe V. Wade.",13,0.10387223,neutral
147,Vice President Joe Biden,10:51,All right.,3,0.3913058,approval
148,Vice President Joe Biden,10:51,All right.,0,0.1276171,admiration
149,Vice President Joe Biden,10:51,All right.,13,0.12661399,neutral
150,Chris Wallace,10:51,"Mr. President, the Supreme Court will hear a case a week after the election in which the Trump Administration, along with 18 state Attorney Generals are seeking to overturn Obamacare, to end Obamacare.",14,0.2312175,optimism
151,Chris Wallace,10:51,"Mr. President, the Supreme Court will hear a case a week after the election in which the Trump Administration, along with 18 state Attorney Generals are seeking to overturn Obamacare, to end Obamacare.",13,0.14175269,neutral
152,Chris Wallace,10:51,"Mr. President, the Supreme Court will hear a case a week after the election in which the Trump Administration, along with 18 state Attorney Generals are seeking to overturn Obamacare, to end Obamacare.",3,0.14154208,approval
153,President Donald J. Trump,11:05,That’s right.,3,0.45306298,approval
154,President Donald J. Trump,11:05,That’s right.,13,0.13861686,neutral
155,President Donald J. Trump,11:05,That’s right.,15,0.095482275,realization
156,Chris Wallace,11:05,You have spent the last week-,15,0.29679754,realization
157,Chris Wallace,11:05,You have spent the last week-,13,0.24346311,neutral
158,Chris Wallace,11:05,You have spent the last week-,3,0.113829635,approval
159,President Donald J. Trump,11:07,Because they want to give good healthcare.,14,0.25789025,optimism
160,President Donald J. Trump,11:07,Because they want to give good healthcare.,3,0.23883875,approval
161,President Donald J. Trump,11:07,Because they want to give good healthcare.,0,0.11236647,admiration
162,Chris Wallace,11:08,"If I may ask my question, sir.",5,0.47386745,curiosity
163,Chris Wallace,11:08,"If I may ask my question, sir.",4,0.237932,confusion
164,Chris Wallace,11:08,"If I may ask my question, sir.",13,0.060855694,neutral
165,Vice President Joe Biden,11:11,Good healthcare.,0,0.52385783,admiration
166,Vice President Joe Biden,11:11,Good healthcare.,10,0.14640725,gratitude
167,Vice President Joe Biden,11:11,Good healthcare.,3,0.088690534,approval
