,speaker,minute,text,label,prob,sentiment
47,President Trump,06:48,"Nothing whatsoever, I’m great, I feel good. I was in North Carolina today and did a big rally with tremendous turnout, and I just feel really good. Florida, Pennsylvania, were- They said, “Let’s go to the hospital.” I said, “That’s okay. I’m going to respond to what you say.” And we went over to Walter Reed, where you have tremendous professionals. They gave me Regeneron and Remdeceiver both. And all I know is I felt good the following day, I felt really good.",10,0.14978066,gratitude
48,Savannah Guthrie,07:36,Did the doctors ever tell you that they saw pneumonia on your lung scans?,5,0.46552655,curiosity
49,Savannah Guthrie,07:36,Did the doctors ever tell you that they saw pneumonia on your lung scans?,4,0.3156681,confusion
50,Savannah Guthrie,07:36,Did the doctors ever tell you that they saw pneumonia on your lung scans?,17,0.045354586,surprise
51,President Trump,07:39,"No, but they said the lungs are a little bit different, a little bit perhaps infected, and-",15,0.20199141,realization
52,President Trump,07:39,"No, but they said the lungs are a little bit different, a little bit perhaps infected, and-",7,0.17626442,disapproval
53,President Trump,07:39,"No, but they said the lungs are a little bit different, a little bit perhaps infected, and-",4,0.13562027,confusion
54,Savannah Guthrie,07:46,Infected with?,5,0.3850121,curiosity
55,Savannah Guthrie,07:46,Infected with?,4,0.2749594,confusion
56,Savannah Guthrie,07:46,Infected with?,13,0.059050746,neutral
57,President Trump,07:48,"I don’t know. I mean, I didn’t do too much asking. I really felt good. I didn’t have much of a problem with the lungs. I did have a little bit of a temperature. Obviously, I felt there was something missing, and then I tested, I tested positive.",15,0.23702164,realization
58,President Trump,07:48,"I don’t know. I mean, I didn’t do too much asking. I really felt good. I didn’t have much of a problem with the lungs. I did have a little bit of a temperature. Obviously, I felt there was something missing, and then I tested, I tested positive.",3,0.103696845,approval
59,President Trump,07:48,"I don’t know. I mean, I didn’t do too much asking. I really felt good. I didn’t have much of a problem with the lungs. I did have a little bit of a temperature. Obviously, I felt there was something missing, and then I tested, I tested positive.",0,0.087438226,admiration
60,Savannah Guthrie,08:01,"Well, let’s talk about testing because there’s a little bit of a, I guess, confusion about this. And I think we can clear it up.",4,0.51224506,confusion
61,Savannah Guthrie,08:01,"Well, let’s talk about testing because there’s a little bit of a, I guess, confusion about this. And I think we can clear it up.",5,0.16935879,curiosity
62,Savannah Guthrie,08:01,"Well, let’s talk about testing because there’s a little bit of a, I guess, confusion about this. And I think we can clear it up.",15,0.058685753,realization
63,President Trump,08:06,"Yeah, and there shouldn’t be.",7,0.29891664,disapproval
64,President Trump,08:06,"Yeah, and there shouldn’t be.",3,0.17743239,approval
65,President Trump,08:06,"Yeah, and there shouldn’t be.",15,0.11254216,realization
66,Savannah Guthrie,08:07,"Your first positive test was Thursday, October 1st, okay? When was your last negative test? When did you last remember having a negative test?",5,0.44647723,curiosity
67,Savannah Guthrie,08:07,"Your first positive test was Thursday, October 1st, okay? When was your last negative test? When did you last remember having a negative test?",4,0.34520215,confusion
68,Savannah Guthrie,08:07,"Your first positive test was Thursday, October 1st, okay? When was your last negative test? When did you last remember having a negative test?",13,0.04870505,neutral
69,President Trump,08:18,"Well, I test quite a bit, and I can tell you that before the debate, which I thought it was a very good debate, and I felt fantastically, I had no problems before.",0,0.2919595,admiration
70,President Trump,08:18,"Well, I test quite a bit, and I can tell you that before the debate, which I thought it was a very good debate, and I felt fantastically, I had no problems before.",3,0.15962434,approval
71,President Trump,08:18,"Well, I test quite a bit, and I can tell you that before the debate, which I thought it was a very good debate, and I felt fantastically, I had no problems before.",15,0.13341233,realization
72,Savannah Guthrie,08:27,Did you test the day of the debate?,5,0.54185456,curiosity
73,Savannah Guthrie,08:27,Did you test the day of the debate?,4,0.29232058,confusion
74,Savannah Guthrie,08:27,Did you test the day of the debate?,13,0.041560885,neutral
75,President Trump,08:29,"I don’t know, I don’t even remember. I test all the time. But I can tell you this, after the debate, I guess a day or so, I think it was Thursday evening, maybe even late Thursday evening, I tested positive. That’s when I first found out about it.",4,0.39671773,confusion
76,President Trump,08:29,"I don’t know, I don’t even remember. I test all the time. But I can tell you this, after the debate, I guess a day or so, I think it was Thursday evening, maybe even late Thursday evening, I tested positive. That’s when I first found out about it.",15,0.17754284,realization
77,President Trump,08:29,"I don’t know, I don’t even remember. I test all the time. But I can tell you this, after the debate, I guess a day or so, I think it was Thursday evening, maybe even late Thursday evening, I tested positive. That’s when I first found out about it.",5,0.10847566,curiosity
78,Savannah Guthrie,08:44,"Well back to the debate, because the debate commission’s rules, it was the honor system.",3,0.28130835,approval
79,Savannah Guthrie,08:44,"Well back to the debate, because the debate commission’s rules, it was the honor system.",13,0.19249472,neutral
80,Savannah Guthrie,08:44,"Well back to the debate, because the debate commission’s rules, it was the honor system.",15,0.15599218,realization
81,President Trump,08:48,Yeah.,3,0.29146704,approval
82,President Trump,08:48,Yeah.,13,0.1732991,neutral
83,President Trump,08:48,Yeah.,11,0.14309832,joy
84,Savannah Guthrie,08:48,Would be that you would come with a negative test. You say you don’t know if you’ve got a test on the day of the debate?,4,0.3794884,confusion
85,Savannah Guthrie,08:48,Would be that you would come with a negative test. You say you don’t know if you’ve got a test on the day of the debate?,5,0.3081661,curiosity
86,Savannah Guthrie,08:48,Would be that you would come with a negative test. You say you don’t know if you’ve got a test on the day of the debate?,13,0.05014421,neutral
87,President Trump,08:53,"I had no problem. Again, the doctors do it. I don’t ask them. I test all the time. And they-",15,0.20979199,realization
88,President Trump,08:53,"I had no problem. Again, the doctors do it. I don’t ask them. I test all the time. And they-",13,0.15405487,neutral
89,President Trump,08:53,"I had no problem. Again, the doctors do it. I don’t ask them. I test all the time. And they-",3,0.15353249,approval
90,Savannah Guthrie,08:57,"Did you take a test, though, on the day of the debate?",5,0.50611997,curiosity
91,Savannah Guthrie,08:57,"Did you take a test, though, on the day of the debate?",4,0.33075204,confusion
92,Savannah Guthrie,08:57,"Did you take a test, though, on the day of the debate?",13,0.040296156,neutral
93,President Trump,09:00,"If you ask as the doctor, they’ll give you a perfect answer. But they take a test and I leave and I go about my business.",14,0.2051191,optimism
94,President Trump,09:00,"If you ask as the doctor, they’ll give you a perfect answer. But they take a test and I leave and I go about my business.",3,0.14287904,approval
95,President Trump,09:00,"If you ask as the doctor, they’ll give you a perfect answer. But they take a test and I leave and I go about my business.",13,0.11363839,neutral
96,Savannah Guthrie,09:06,"So you did you take a test on the day of the debate, I guess is the bottom line?",5,0.42889255,curiosity
97,Savannah Guthrie,09:06,"So you did you take a test on the day of the debate, I guess is the bottom line?",4,0.40885356,confusion
98,Savannah Guthrie,09:06,"So you did you take a test on the day of the debate, I guess is the bottom line?",13,0.034860138,neutral
99,President Trump,09:07,"I probably did, and I took a test the day before and the day before, and I was always in great shape, and I was in great shape for the debate. And it was only after the debate, a period of time after the debate that I said, “That’s interesting.” And they took a test and it tested positive.",0,0.29102424,admiration
100,President Trump,09:07,"I probably did, and I took a test the day before and the day before, and I was always in great shape, and I was in great shape for the debate. And it was only after the debate, a period of time after the debate that I said, “That’s interesting.” And they took a test and it tested positive.",3,0.15006468,approval
101,President Trump,09:07,"I probably did, and I took a test the day before and the day before, and I was always in great shape, and I was in great shape for the debate. And it was only after the debate, a period of time after the debate that I said, “That’s interesting.” And they took a test and it tested positive.",8,0.10986386,excitement
102,Savannah Guthrie,09:25,"Just to button it up, do you take a test every single day?",5,0.57737976,curiosity
103,Savannah Guthrie,09:25,"Just to button it up, do you take a test every single day?",4,0.25392416,confusion
104,Savannah Guthrie,09:25,"Just to button it up, do you take a test every single day?",13,0.04433073,neutral
105,President Trump,09:26,"No. No, but I take a lot of tests.",7,0.23082069,disapproval
106,President Trump,09:26,"No. No, but I take a lot of tests.",15,0.15334147,realization
107,President Trump,09:26,"No. No, but I take a lot of tests.",3,0.13567972,approval
108,Savannah Guthrie,09:29,Okay. And you don’t know if you took a test the day of the debate?,4,0.44991758,confusion
109,Savannah Guthrie,09:29,Okay. And you don’t know if you took a test the day of the debate?,5,0.3524532,curiosity
110,Savannah Guthrie,09:29,Okay. And you don’t know if you took a test the day of the debate?,13,0.041981548,neutral
111,President Trump,09:31,"Possibly I did, possibly I didn’t. But the doctor has very accurate information and it’s not only that doctor, it’s many doctors. The one thing, if you’re President, you have a lot of doctors you’re surrounded by. But I was in great shape for the debate. And sometime after the debate, I tested positive, then that’s when they decided to, let’s go.",0,0.27300167,admiration
112,President Trump,09:31,"Possibly I did, possibly I didn’t. But the doctor has very accurate information and it’s not only that doctor, it’s many doctors. The one thing, if you’re President, you have a lot of doctors you’re surrounded by. But I was in great shape for the debate. And sometime after the debate, I tested positive, then that’s when they decided to, let’s go.",3,0.21288227,approval
113,President Trump,09:31,"Possibly I did, possibly I didn’t. But the doctor has very accurate information and it’s not only that doctor, it’s many doctors. The one thing, if you’re President, you have a lot of doctors you’re surrounded by. But I was in great shape for the debate. And sometime after the debate, I tested positive, then that’s when they decided to, let’s go.",15,0.14132382,realization
114,Savannah Guthrie,09:50,"Okay, good. I hopefully provided some clarity for folks. Let’s talk about the event that was held at the White House on the Saturday before you tested positive. Subsequent to that, 13 people connected to that event tested positive. There was an outdoor reception, you’ve seen the pictures. There was an indoor reception. People were not wearing masks. My question to you is, at this point in the pandemic, knowing what we know, shouldn’t you have known better? Shouldn’t the White House know better than to hold an event like that?",5,0.27472016,curiosity
115,Savannah Guthrie,09:50,"Okay, good. I hopefully provided some clarity for folks. Let’s talk about the event that was held at the White House on the Saturday before you tested positive. Subsequent to that, 13 people connected to that event tested positive. There was an outdoor reception, you’ve seen the pictures. There was an indoor reception. People were not wearing masks. My question to you is, at this point in the pandemic, knowing what we know, shouldn’t you have known better? Shouldn’t the White House know better than to hold an event like that?",14,0.24784942,optimism
116,Savannah Guthrie,09:50,"Okay, good. I hopefully provided some clarity for folks. Let’s talk about the event that was held at the White House on the Saturday before you tested positive. Subsequent to that, 13 people connected to that event tested positive. There was an outdoor reception, you’ve seen the pictures. There was an indoor reception. People were not wearing masks. My question to you is, at this point in the pandemic, knowing what we know, shouldn’t you have known better? Shouldn’t the White House know better than to hold an event like that?",4,0.10536388,confusion
117,President Trump,10:19,"Well, they do a lot of testing in the White House, they test everybody including me, but they test everybody. And something happened. But as far as the mask is concerned, I’m good with masks. I’m okay with masks. I tell people, wear a mask. But just the other day, they came out with a statement that 85% of the people that wear masks catch it. So this is a very-",3,0.34649545,approval
118,President Trump,10:19,"Well, they do a lot of testing in the White House, they test everybody including me, but they test everybody. And something happened. But as far as the mask is concerned, I’m good with masks. I’m okay with masks. I tell people, wear a mask. But just the other day, they came out with a statement that 85% of the people that wear masks catch it. So this is a very-",0,0.16615102,admiration
119,President Trump,10:19,"Well, they do a lot of testing in the White House, they test everybody including me, but they test everybody. And something happened. But as far as the mask is concerned, I’m good with masks. I’m okay with masks. I tell people, wear a mask. But just the other day, they came out with a statement that 85% of the people that wear masks catch it. So this is a very-",15,0.14362359,realization
120,Savannah Guthrie,10:37,It didn’t say that. I know that study.,15,0.3180971,realization
121,Savannah Guthrie,10:37,It didn’t say that. I know that study.,3,0.13665745,approval
122,Savannah Guthrie,10:37,It didn’t say that. I know that study.,13,0.11051746,neutral
123,President Trump,10:40,"That’s what I heard, and that’s what I saw. And regardless, but everybody’s tested and they’re tested often. And I also knew that, hey, I’m President. I have to see people. I can’t be in a basement. I can’t be in a room. I can’t be… I have to be out.",15,0.30710307,realization
124,President Trump,10:40,"That’s what I heard, and that’s what I saw. And regardless, but everybody’s tested and they’re tested often. And I also knew that, hey, I’m President. I have to see people. I can’t be in a basement. I can’t be in a room. I can’t be… I have to be out.",3,0.109071285,approval
125,President Trump,10:40,"That’s what I heard, and that’s what I saw. And regardless, but everybody’s tested and they’re tested often. And I also knew that, hey, I’m President. I have to see people. I can’t be in a basement. I can’t be in a room. I can’t be… I have to be out.",13,0.093622655,neutral
126,Savannah Guthrie,10:56,"You can see people with a mask, though, right?",5,0.44837403,curiosity
127,Savannah Guthrie,10:56,"You can see people with a mask, though, right?",4,0.29580942,confusion
128,Savannah Guthrie,10:56,"You can see people with a mask, though, right?",13,0.07617129,neutral
129,President Trump,10:58,"I can, but people with masks are catching it all the time. I mean, if you look at the Governor of Virginia, he was known for a mask. If you look at Thom Tillis, a great guy, he always had a mask, and they caught it.",0,0.34500045,admiration
130,President Trump,10:58,"I can, but people with masks are catching it all the time. I mean, if you look at the Governor of Virginia, he was known for a mask. If you look at Thom Tillis, a great guy, he always had a mask, and they caught it.",3,0.178458,approval
131,President Trump,10:58,"I can, but people with masks are catching it all the time. I mean, if you look at the Governor of Virginia, he was known for a mask. If you look at Thom Tillis, a great guy, he always had a mask, and they caught it.",15,0.112502895,realization
132,Savannah Guthrie,11:09,"Well, there are pictures of Thom Tillis, actually with one of Judge Barrett’s kids not wearing a mask. But you know Chris Christie, he was part of your debate prep.",15,0.23724422,realization
133,Savannah Guthrie,11:09,"Well, there are pictures of Thom Tillis, actually with one of Judge Barrett’s kids not wearing a mask. But you know Chris Christie, he was part of your debate prep.",3,0.19408512,approval
134,Savannah Guthrie,11:09,"Well, there are pictures of Thom Tillis, actually with one of Judge Barrett’s kids not wearing a mask. But you know Chris Christie, he was part of your debate prep.",13,0.19127665,neutral
135,President Trump,11:16,Yeah.,3,0.29146704,approval
136,President Trump,11:16,Yeah.,13,0.1732991,neutral
137,President Trump,11:16,Yeah.,11,0.14309832,joy
138,Savannah Guthrie,11:16,"He was, I believe at that event. He came out tonight, he was sick, very sick. He was in the hospital for about a week.",15,0.23933285,realization
139,Savannah Guthrie,11:16,"He was, I believe at that event. He came out tonight, he was sick, very sick. He was in the hospital for about a week.",16,0.19912468,sadness
140,Savannah Guthrie,11:16,"He was, I believe at that event. He came out tonight, he was sick, very sick. He was in the hospital for about a week.",3,0.12027316,approval
141,President Trump,11:22,"Yes, I know this.",3,0.33429274,approval
142,President Trump,11:22,"Yes, I know this.",15,0.22439574,realization
143,President Trump,11:22,"Yes, I know this.",13,0.12246017,neutral
144,Savannah Guthrie,11:22,"He came out tonight and said, “I was wrong not to wear a mask.”",7,0.3042544,disapproval
145,Savannah Guthrie,11:22,"He came out tonight and said, “I was wrong not to wear a mask.”",6,0.16200049,disappointment
146,Savannah Guthrie,11:22,"He came out tonight and said, “I was wrong not to wear a mask.”",15,0.14493124,realization
147,President Trump,11:26,"Well, I mean, he has to say that. I think it’s great, he’s a friend of mine. He’s a good guy. And wrong or not wrong, you have to understand, as President, I can’t be locked in a room someplace for the next year and just stay and do nothing. And every time I go into a crowd, I was with the parents of our fallen heroes. These people are the most incredible people. And they came up to me and they would hug me, and they would touch me, and I’m not to not let them do it, to be honest with you.",0,0.48180825,admiration
148,President Trump,11:26,"Well, I mean, he has to say that. I think it’s great, he’s a friend of mine. He’s a good guy. And wrong or not wrong, you have to understand, as President, I can’t be locked in a room someplace for the next year and just stay and do nothing. And every time I go into a crowd, I was with the parents of our fallen heroes. These people are the most incredible people. And they came up to me and they would hug me, and they would touch me, and I’m not to not let them do it, to be honest with you.",3,0.105183065,approval
149,President Trump,11:26,"Well, I mean, he has to say that. I think it’s great, he’s a friend of mine. He’s a good guy. And wrong or not wrong, you have to understand, as President, I can’t be locked in a room someplace for the next year and just stay and do nothing. And every time I go into a crowd, I was with the parents of our fallen heroes. These people are the most incredible people. And they came up to me and they would hug me, and they would touch me, and I’m not to not let them do it, to be honest with you.",10,0.10140562,gratitude
150,Savannah Guthrie,11:56,"Now, there was an event with the gold star families the day after the Supreme Court event.",8,0.22612032,excitement
151,Savannah Guthrie,11:56,"Now, there was an event with the gold star families the day after the Supreme Court event.",11,0.19123586,joy
152,Savannah Guthrie,11:56,"Now, there was an event with the gold star families the day after the Supreme Court event.",13,0.14203201,neutral
153,President Trump,11:59,"There was, exactly right. We had a gold star event with the most incredible people you’ve ever seen. And I could have chosen not to talk to them, or to keep everybody away. And you know what? I don’t think that’s probably where it was caught, but maybe it was.",4,0.27415046,confusion
154,President Trump,11:59,"There was, exactly right. We had a gold star event with the most incredible people you’ve ever seen. And I could have chosen not to talk to them, or to keep everybody away. And you know what? I don’t think that’s probably where it was caught, but maybe it was.",5,0.18579662,curiosity
155,President Trump,11:59,"There was, exactly right. We had a gold star event with the most incredible people you’ve ever seen. And I could have chosen not to talk to them, or to keep everybody away. And you know what? I don’t think that’s probably where it was caught, but maybe it was.",15,0.118583545,realization
156,Savannah Guthrie,12:11,"I going to say, you bring it up, you brought it up yourself. I mean, are you trying to suggest that? Do you believe a grieving military family gave you a COVID?",5,0.42347863,curiosity
157,Savannah Guthrie,12:11,"I going to say, you bring it up, you brought it up yourself. I mean, are you trying to suggest that? Do you believe a grieving military family gave you a COVID?",4,0.27268794,confusion
158,Savannah Guthrie,12:11,"I going to say, you bring it up, you brought it up yourself. I mean, are you trying to suggest that? Do you believe a grieving military family gave you a COVID?",1,0.041695774,anger
159,President Trump,12:18,"No, I don’t know where it came from, and you don’t know where it came from, and the doctors don’t know where it came from. But as the President, I have to be out there. I also know-",4,0.42657796,confusion
160,President Trump,12:18,"No, I don’t know where it came from, and you don’t know where it came from, and the doctors don’t know where it came from. But as the President, I have to be out there. I also know-",7,0.12946945,disapproval
161,President Trump,12:18,"No, I don’t know where it came from, and you don’t know where it came from, and the doctors don’t know where it came from. But as the President, I have to be out there. I also know-",15,0.10702692,realization
162,Savannah Guthrie,12:26,"Well, there’s no one that says you can’t be out there, but it’s just about wearing masks and having… For example, your rallies.",13,0.1949517,neutral
163,Savannah Guthrie,12:26,"Well, there’s no one that says you can’t be out there, but it’s just about wearing masks and having… For example, your rallies.",15,0.15460634,realization
164,Savannah Guthrie,12:26,"Well, there’s no one that says you can’t be out there, but it’s just about wearing masks and having… For example, your rallies.",7,0.14914463,disapproval
165,President Trump,12:30,I know this.,15,0.25185162,realization
166,President Trump,12:30,I know this.,3,0.24820925,approval
167,President Trump,12:30,I know this.,13,0.122046925,neutral
168,Savannah Guthrie,12:30,Your rallies don’t require masks.,7,0.28318444,disapproval
169,Savannah Guthrie,12:30,Your rallies don’t require masks.,3,0.17296126,approval
170,Savannah Guthrie,12:30,Your rallies don’t require masks.,13,0.15022238,neutral
171,President Trump,12:33,"I mean, let’s see, Kamala. She’s got people now, people have it, and I’m not blaming her. I’m not saying, “Oh, she did a terrible thing.” As President, I have to be out there. I can’t be in a basement. I can’t be locked in a very beautiful room someplace in the White House. And I want to see the gold star families, and I want to see everybody. And I also say to people all the time, it’s risky doing it. It is risky doing it.",9,0.54875207,fear
172,President Trump,12:33,"I mean, let’s see, Kamala. She’s got people now, people have it, and I’m not blaming her. I’m not saying, “Oh, she did a terrible thing.” As President, I have to be out there. I can’t be in a basement. I can’t be locked in a very beautiful room someplace in the White House. And I want to see the gold star families, and I want to see everybody. And I also say to people all the time, it’s risky doing it. It is risky doing it.",7,0.07037979,disapproval
173,President Trump,12:33,"I mean, let’s see, Kamala. She’s got people now, people have it, and I’m not blaming her. I’m not saying, “Oh, she did a terrible thing.” As President, I have to be out there. I can’t be in a basement. I can’t be locked in a very beautiful room someplace in the White House. And I want to see the gold star families, and I want to see everybody. And I also say to people all the time, it’s risky doing it. It is risky doing it.",6,0.056423463,disappointment
174,Savannah Guthrie,12:55,"But as President, you’re right. You want to be a leader, but you also are a leader and a setter of an example. And if you’re not wearing a mask when your administration is saying, “Best practice right now is wear a mask,” no, it’s not foolproof. But that will-",3,0.3104821,approval
